language	number	surprisal
Ao_1	67	0.8452666921933356
Ao_1	68	0.7045244380303248
Ao_1	69	0.6993596371490498
Ao_1	70	1.1738473331180346
Ao_1	71	0.8443870603256011
Ao_1	72	0.8602210916245178
Ao_1	73	0.8507428179586626
Ao_1	74	0.7387329309876551
Ao_1	75	0.7681124973050854
Ao_1	76	0.782628771596302
Ao_1	77	0.8790885826734147
Ao_1	78	0.7927672837886576
Ao_1	79	0.7733257420210999
Ao_1	80	1.0204181997866586
Ao_1	81	0.7054942744610804
Ao_1	82	0.7368009874763408
Ao_1	83	0.7263748864438998
Ao_1	84	0.6154884580677793
Ao_1	85	0.635481533724965
Ao_1	86	0.6633748296408487
Ao_1	87	0.7821129744661529
Ao_1	88	0.6481389671978096
Ao_1	89	0.6532260701042646
Ao_1	90	1.2610845274484181
Ao_1	91	0.9833266417973345
Ao_1	92	0.8389286691156461
Ao_1	93	0.8294503954497909
Ao_1	94	0.7192148770211895
Ao_1	95	0.7468200747962137
Ao_1	96	0.7361994272156763
Ao_1	97	1.0072550555792754
Ao_1	98	0.7435251274323131
Ao_1	99	0.7278831269076691
Ao_2	1	4.010580523121372
Ao_2	2	2.1098578602850195
Ao_2	3	2.3986108878221675
Ao_2	4	1.7081717590776897
Ao_2	5	1.7081717590776897
Ao_2	6	0.7610499686949065
Ao_2	7	0.747604630246507
Ao_2	8	3.260789726040249
Ao_2	9	0.9243534192374409
Ao_2	10	1.3114576811525436
Ao_2	11	0.6945757549497389
Ao_2	12	0.6345861555163025
Ao_2	13	0.7950045041480516
Ao_2	14	0.6223571010024301
Ao_2	15	0.6223571010024301
Ao_2	16	0.686107776608812
Ao_2	17	0.6744026373980447
Ao_2	18	0.7995475656606319
Ao_2	19	0.7644628542987344
Ao_2	20	2.8074937953033534
Ao_2	21	0.8390617945202288
Ao_2	22	0.7864162226378121
Ao_2	23	0.8934892047892282
Ao_2	24	0.7779499541282082
Ao_2	25	0.7779499541282082
Ao_2	26	0.8121708381124214
Ao_2	27	0.8015818362663382
Ao_2	28	0.9090430016608241
Ao_2	29	0.8789122321224355
Ao_2	30	1.391256643700709
Ao_2	31	0.8658315177191989
Ao_2	32	0.8011804124764365
Ao_2	33	0.9315564367191004
Ao_2	34	0.7911748224196319
Ao_2	35	0.7911748224196319
Ao_2	36	0.8272006285220769
Ao_2	37	0.823274445486062
Ao_2	38	0.9498089662879133
Ao_2	39	1.7641012120989041
Ao_2	40	1.4372998807667587
Ao_2	41	0.7464080281640226
Ao_2	42	0.6806592872623325
Ao_2	43	0.8410776358940816
Ao_2	44	0.6684302327484601
Ao_2	45	0.6684302327484601
Ao_2	46	0.7272914424643334
Ao_2	47	0.7192242393952937
Ao_2	48	0.8513798388749156
Ao_2	49	0.8142646342956776
Ao_2	50	0.8592438900191285
Ao_2	51	0.7619370626408541
Ao_2	52	0.7214525491347181
Ao_2	53	0.8098914473418977
Ao_2	54	0.7141151164263948
Ao_2	55	0.7141151164263948
Ao_2	56	0.743853337986667
Ao_2	57	0.7441983157989382
Ao_2	58	0.8219209544756502
Ao_2	59	0.7993785684041769
Ao_2	60	2.7266247957338496
Ao_2	61	0.7316557174827005
Ao_2	62	0.6792024122614378
Ao_2	63	0.8104537884146872
Ao_2	64	0.6691968222046333
Ao_2	65	0.6691968222046333
Ao_2	66	0.7153874616583282
Ao_2	67	0.7114612786223135
Ao_2	68	0.815633166051415
Ao_2	69	0.788515878015993
Ao_2	70	1.3283692678953767
Ao_2	71	0.8280990922359998
Ao_2	72	0.7668782074917101
Ao_2	73	0.8981295836449591
Ao_2	74	0.7568726174349052
Ao_2	75	0.7568726174349052
Ao_2	76	0.7987885540708506
Ao_2	77	0.7869187300240549
Ao_2	78	0.9120765408047141
Ao_2	79	0.8731409610409724
Ao_2	80	1.1913724192740986
Ao_2	81	0.6865474220684044
Ao_2	82	0.6333596158664451
Ao_2	83	0.7777361296350194
Ao_2	84	0.6223534668039601
Ao_2	85	0.6223534668039601
Ao_2	86	0.6800524543587992
Ao_2	87	0.672718633386945
Ao_2	88	0.7736368087388286
Ao_2	89	0.7536044281964557
Ao_2	90	1.3516767072688778
Ao_2	91	0.7422627327082059
Ao_2	92	0.6932966183199231
Ao_2	93	0.8136103797937349
Ao_2	94	0.6841248274345189
Ao_2	95	0.6841248274345189
Ao_2	96	0.7281954045478015
Ao_2	97	0.7219898637254633
Ao_2	98	0.8124627773020584
Ao_2	99	1.5574640754827203
Apatani	1	2.2415294810417596
Apatani	2	1.9947040391624238
Apatani	3	0.8438847958337421
Apatani	4	1.5974829494686544
Apatani	5	1.9058795986308155
Apatani	6	2.5706823177718148
Apatani	7	0.6554710521925243
Apatani	8	0.7332257508071754
Apatani	9	0.7778047380993507
Apatani	10	1.4779226153125788
Apatani	11	0.59643866071008
Apatani	12	0.5204923709010535
Apatani	13	0.5428793174987417
Apatani	14	0.4758705112468141
Apatani	15	1.5497579730784674
Apatani	16	0.47885647480357457
Apatani	17	0.48630015425364337
Apatani	18	0.49685869149923295
Apatani	19	0.5179071207961613
Apatani	20	1.4170811233808367
Apatani	21	0.6667841682202185
Apatani	22	0.5833316993082025
Apatani	23	0.6082001459010131
Apatani	24	0.5411913396490856
Apatani	25	0.5633568086920214
Apatani	26	0.5492019823137131
Apatani	27	0.5472662607624301
Apatani	28	0.5621795199015044
Apatani	29	0.5832279491984328
Apatani	30	1.354642261947866
Apatani	31	0.6881901951627645
Apatani	32	0.6176686403400969
Apatani	33	0.6255793506460788
Apatani	34	0.5695431533668706
Apatani	35	0.5885512922372614
Apatani	36	0.5790067368210093
Apatani	37	0.5734664035532695
Apatani	38	0.5891321216024614
Apatani	39	0.6087773222795947
Apatani	40	0.44222835149047035
Apatani	41	0.547555195427082
Apatani	42	0.48584883495724795
Apatani	43	0.506322998975568
Apatani	44	0.4465724880684879
Apatani	45	0.47461339279726633
Apatani	46	0.4520196693780464
Apatani	47	0.46120460285594017
Apatani	48	0.468423659917149
Apatani	49	0.4857576605146194
Apatani	50	0.34683008428293943
Apatani	51	0.5486741653977487
Apatani	52	0.48285404756325906
Apatani	53	0.5047950210448484
Apatani	54	0.44616231557441177
Apatani	55	0.4717467398598957
Apatani	56	0.4467696042787773
Apatani	57	0.45325485646434466
Apatani	58	0.46452697329527826
Apatani	59	0.48294434893009053
Apatani	60	0.8904331990294538
Apatani	61	0.5201603229411086
Apatani	62	0.4584539624712746
Apatani	63	0.4805395895770048
Apatani	64	0.4253558667812998
Apatani	65	0.4474493052559244
Apatani	66	0.424624796892073
Apatani	67	0.4368536050906304
Apatani	68	0.44264025051858585
Apatani	69	0.4599742511160562
Apatani	70	0.773423729249181
Apatani	71	0.5645496619777528
Apatani	72	0.506473087417909
Apatani	73	0.5246640060762856
Apatani	74	0.4725460456581197
Apatani	75	0.4936580103757516
Apatani	76	0.474633872755131
Apatani	77	0.4763440060568047
Apatani	78	0.48887018585444547
Apatani	79	0.505241186418723
Apatani	80	0.7014176021361453
Apatani	81	0.6913445408756603
Apatani	82	0.6255244230411707
Apatani	83	0.6329920277340362
Apatani	84	0.5799157925849538
Apatani	85	0.5971956503913167
Apatani	86	0.5894399797566888
Apatani	87	0.5829981081005009
Apatani	88	0.5921816797846414
Apatani	89	0.6166978259406326
Apatani	90	0.780555474830437
Apatani	91	0.7259787709436619
Apatani	92	0.6025340061271909
Apatani	93	0.616144336547279
Apatani	94	0.5609606137515738
Apatani	95	0.5783335449483267
Apatani	96	1.1572434458343872
Apatani	97	0.5649247550070005
Apatani	98	0.57824499748886
Apatani	99	0.5923079874731986
Assamese	1	2.5150047669524684
Assamese	2	3.6603412135064186
Assamese	3	3.094860466640196
Assamese	4	2.539825275334233
Assamese	5	2.736239698176864
Assamese	6	2.3901559355473623
Assamese	7	1.8135263520390048
Assamese	8	2.1636735965488763
Assamese	9	3.7079786757995183
Assamese	10	3.570087877122086
Assamese	11	2.3875236586300352
Assamese	12	1.472673984709752
Assamese	13	2.5204206779302742
Assamese	14	2.922430597360291
Assamese	15	2.062480738257452
Assamese	16	3.177820687341898
Assamese	17	1.9302032705474503
Assamese	18	2.0554608772914538
Assamese	19	2.2140495491590504
Assamese	20	1.2530272056164773
Assamese	21	2.3749826669369494
Assamese	22	2.2278336389934146
Assamese	23	2.463269900919193
Assamese	24	1.6314273990027033
Assamese	25	2.3227344471173463
Assamese	26	2.0617366634124488
Assamese	27	1.4748626542408698
Assamese	28	1.6360590604311578
Assamese	29	1.2511429689393823
Assamese	30	1.5483527411877702
Assamese	31	1.6101773716008965
Assamese	32	2.142377303842547
Assamese	33	1.6305089472764254
Assamese	34	1.7604874197822802
Assamese	35	1.7519766820347369
Assamese	36	1.0795640261339894
Assamese	37	1.307470587191342
Assamese	38	1.534431067063603
Assamese	39	0.9014472266954832
Assamese	40	0.8067341735514336
Assamese	41	1.1910114976762185
Assamese	42	1.2476329316914734
Assamese	43	1.210580930912153
Assamese	44	1.4509838719149153
Assamese	45	1.8587323720413673
Assamese	46	0.9696399140967477
Assamese	47	1.404107835083708
Assamese	48	1.6274588987610843
Assamese	49	1.9912576082304392
Assamese	50	1.401935556592772
Assamese	51	1.56319886862894
Assamese	52	1.5947487054064673
Assamese	53	2.3063954136843288
Assamese	54	2.2133639159631517
Assamese	55	2.0070320161704642
Assamese	56	1.3474398418942477
Assamese	57	1.60957472521587
Assamese	58	1.649189961815147
Assamese	59	1.9450921975461182
Assamese	60	1.3440119088368185
Assamese	61	1.6321897963159653
Assamese	62	1.245637300310796
Assamese	63	1.2546394733248123
Assamese	64	2.1273389742428184
Assamese	65	1.157920449631879
Assamese	66	1.77749353261456
Assamese	67	1.331629968215056
Assamese	68	1.6239705551626533
Assamese	69	1.7653525450110994
Assamese	70	0.838626283063794
Assamese	71	1.428622289173426
Assamese	72	1.0137449697231362
Assamese	73	0.9995579096783864
Assamese	74	0.7005810069745853
Assamese	75	1.0365531951669376
Assamese	76	0.7005810069745853
Assamese	77	1.4650813157088602
Assamese	78	1.512293593481595
Assamese	79	1.5675342874665195
Assamese	80	1.0360238340516805
Assamese	81	1.0915296063594042
Assamese	82	1.093365396343065
Assamese	83	1.0563133955637447
Assamese	84	1.0817999131106195
Assamese	85	1.2289356715112199
Assamese	86	1.5071232289216296
Assamese	87	1.4819439657371547
Assamese	88	1.207781489684695
Assamese	89	2.0631900238504843
Assamese	90	1.376215964388777
Assamese	91	0.9499740231349442
Assamese	92	0.8309600525435545
Assamese	93	0.808158821294742
Assamese	94	0.8238428320928187
Assamese	95	0.9143879141854959
Assamese	96	1.062534259904117
Assamese	97	1.0067457807067457
Assamese	98	0.923256494248853
Assamese	99	1.4245008453407777
Athpariya	1	0.672262645810909
Athpariya	2	0.603764539862156
Athpariya	3	0.48396161408554583
Athpariya	4	0.4781231208613224
Athpariya	5	0.4886890542829168
Athpariya	6	1.086180985941865
Athpariya	7	1.0533771156971479
Athpariya	8	0.7938142957394072
Athpariya	9	0.8184171984229449
Athpariya	10	1.3294620871035354
Athpariya	11	0.7543173779608183
Athpariya	12	0.8562363592117403
Athpariya	13	0.6072449759541427
Athpariya	14	0.6229448714741216
Athpariya	15	0.7680696743447188
Athpariya	16	1.131819458747725
Athpariya	17	0.8824174699927918
Athpariya	18	0.7860517328676132
Athpariya	19	1.0077423895386652
Athpariya	20	1.2103081805400477
Athpariya	21	2.150419505834661
Athpariya	22	1.0220563394621716
Athpariya	23	0.7165876944334875
Athpariya	24	0.7354275690574621
Athpariya	25	0.9095773325021786
Athpariya	26	1.4889154838111605
Athpariya	27	1.1563794988045826
Athpariya	28	0.9933432612419545
Athpariya	29	1.278374105533307
Athpariya	30	0.8079609367083487
Athpariya	31	0.7780687398794395
Athpariya	32	0.7289067414100763
Athpariya	33	0.6146814027679841
Athpariya	34	0.6233089089325952
Athpariya	35	0.6443003231734769
Athpariya	36	0.9892890189647743
Athpariya	37	0.9463432776411943
Athpariya	38	0.8299410974193182
Athpariya	39	0.8675186210774507
Athpariya	40	0.8028522551371532
Athpariya	41	0.7735276895939324
Athpariya	42	0.7248197961531198
Athpariya	43	0.6191939493114704
Athpariya	44	0.6158452182440928
Athpariya	45	0.6360618448025338
Athpariya	46	0.9834505257405508
Athpariya	47	0.9405047844169708
Athpariya	48	0.8248324158481227
Athpariya	49	0.8624099395062552
Athpariya	50	0.8120974468810482
Athpariya	51	0.781745637810728
Athpariya	52	0.7322159495482359
Athpariya	53	0.6259177251252123
Athpariya	54	0.6217942063753941
Athpariya	55	0.6435604082987164
Athpariya	56	0.9940164591621452
Athpariya	57	0.9510707178385652
Athpariya	58	0.8340776075920178
Athpariya	59	0.8716551312501503
Athpariya	60	1.2103081805400477
Athpariya	61	0.9375620439038789
Athpariya	62	1.0330596871349227
Athpariya	63	0.7165876944334875
Athpariya	64	0.7354275690574621
Athpariya	65	0.9095773325021786
Athpariya	66	1.4724104623020338
Athpariya	67	1.1563794988045826
Athpariya	68	0.9933432612419545
Athpariya	69	1.278374105533307
Athpariya	70	0.8664564972262372
Athpariya	71	0.9364287301040912
Athpariya	72	1.0320522970906671
Athpariya	73	0.7156810433936573
Athpariya	74	0.7345209180176321
Athpariya	75	0.9086706814623486
Athpariya	76	1.4874043987447774
Athpariya	77	1.1383633922290726
Athpariya	78	0.9920480454707687
Athpariya	79	1.2770788897621212
Athpariya	80	0.8313582718646825
Athpariya	81	0.7823342892755281
Athpariya	82	0.7476246095351432
Athpariya	83	0.6231979939335881
Athpariya	84	0.6267989038930312
Athpariya	85	0.6613165669235378
Athpariya	86	1.0160288305720129
Athpariya	87	0.9467968545374417
Athpariya	88	0.8251840840780393
Athpariya	89	0.8846967300449333
Athpariya	90	0.8436597232064513
Athpariya	91	0.7932689126904338
Athpariya	92	0.7574657706085584
Athpariya	93	0.6321445040003291
Athpariya	94	0.6357454139597721
Athpariya	95	0.6702630769902788
Athpariya	96	1.030087632105463
Athpariya	97	0.9608556560708916
Athpariya	98	0.8364202023564522
Athpariya	99	0.8980635144500582
Badaga	1	1.7102876877367645
Badaga	2	1.32628049394222
Badaga	3	0.6296154260609151
Badaga	4	1.4313946247679683
Badaga	5	1.5051412146768748
Badaga	6	1.8155666422296424
Badaga	7	1.6596213869893073
Badaga	8	1.5762633049327888
Badaga	9	1.296349848359178
Badaga	10	2.615331686430857
Badaga	11	1.6799732254259474
Badaga	12	1.5104813080887272
Badaga	13	1.4290410523406196
Badaga	14	1.4507693496074041
Badaga	15	1.724392065731121
Badaga	16	1.213301347684012
Badaga	17	1.7138677405996683
Badaga	18	2.4689700809611597
Badaga	19	1.634797278679222
Badaga	20	1.110754765594797
Badaga	21	0.7202583100632918
Badaga	22	0.6897798159605913
Badaga	23	0.7323023587575743
Badaga	24	0.7473450260961172
Badaga	25	0.7399280895220807
Badaga	26	0.7752835293044146
Badaga	27	0.7932017917265305
Badaga	28	0.7408975973748596
Badaga	29	0.6960448907422223
Badaga	30	1.5978778085488763
Badaga	31	0.5875230307152585
Badaga	32	0.567254942716253
Badaga	33	0.6023796106412918
Badaga	34	0.6248201528517789
Badaga	35	0.6071928101740474
Badaga	36	0.6425482499563814
Badaga	37	0.6604665123784973
Badaga	38	0.6081623180268262
Badaga	39	0.5899494957685474
Badaga	40	1.0063098488114282
Badaga	41	0.4740910744220097
Badaga	42	0.46471275019114566
Badaga	43	0.49926231621369443
Badaga	44	0.5114844834262606
Badaga	45	0.48982689798904067
Badaga	46	0.518111249814908
Badaga	47	0.5324458597526006
Badaga	48	0.49060250427126384
Badaga	49	0.4950184546819586
Badaga	50	1.9524346133968709
Badaga	51	0.5065953378431539
Badaga	52	0.49355551990637053
Badaga	53	0.5330407382178548
Badaga	54	0.5470089293179303
Badaga	55	0.5247520573435744
Badaga	56	0.5573878479118828
Badaga	57	0.5739277824553743
Badaga	58	0.5256469876692164
Badaga	59	0.5240440912441319
Badaga	60	1.1833365989014024
Badaga	61	0.4841517290147551
Badaga	62	0.47347747286231723
Badaga	63	0.5103303432863693
