language	number	surprisal
ace	1	2.426371128370286
ace	2	0.7088515229713702
ace	3	0.6711236036401677
ace	4	0.6727193144893553
ace	5	0.5078488414983076
ace	6	0.8599861920578672
ace	7	0.6421497924560112
ace	8	0.7122773378093009
ace	9	0.4198225671737792
ace	10	1.571443291250945
ace	11	1.7840282011783706
ace	12	1.4229749336459667
ace	13	1.2691256375852749
ace	14	1.2701410899438483
ace	15	0.8312341803745358
ace	16	1.5878076945235398
ace	17	1.318616339725377
ace	18	1.346883438459948
ace	19	0.6641565562323182
ace	20	0.6520365045990133
ace	21	0.6466739186718199
ace	22	0.6253153115862794
ace	23	0.6203684135489078
ace	24	0.6156700587997233
ace	25	0.548935705111844
ace	26	0.6711467224680122
ace	27	0.6100474985843924
ace	28	0.6291027384858621
ace	29	0.49495436991607056
ace	30	0.5541223616750056
ace	31	0.5635135941551267
ace	32	0.5598952208012173
ace	33	0.5592061551425234
ace	34	0.5526041422499165
ace	35	0.4951152542166355
ace	36	0.5902673790796062
ace	37	0.5494368484144563
ace	38	0.56651745366277
ace	39	0.456095451649583
ace	40	0.5550531930036984
ace	41	0.5643114495797205
ace	42	0.5605933442977368
ace	43	0.5574010118016535
ace	44	0.5547346394997462
ace	45	0.495735808435764
ace	46	0.5910120441425605
ace	47	0.5500574026335847
ace	48	0.5671745110712589
ace	49	0.4568136113216244
ace	50	0.45075158060455217
ace	51	0.47491006752330944
ace	52	0.48236713499837713
ace	53	0.4896971410026121
ace	54	0.48552082567000365
ace	55	0.4258969576484976
ace	56	0.5075707542232435
ace	57	0.48052299436748735
ace	58	0.4935498434953911
ace	59	0.4014588333930855
ace	60	0.5990608758722625
ace	61	0.602842714629279
ace	62	0.5923386981207517
ace	63	0.5864718302428503
ace	64	0.5814602518437202
ace	65	0.5102769412433156
ace	66	0.6258640594518972
ace	67	0.5754628542807007
ace	68	0.5980625896440991
ace	69	0.4632612302548857
ace	70	0.5902339433911318
ace	71	0.5944663784832347
ace	72	0.5869789070883118
ace	73	0.5826853828603319
ace	74	0.5792613460351912
ace	75	0.5191896420273863
ace	76	0.6191566444525072
ace	77	0.5742454211688456
ace	78	0.5920079819329767
ace	79	0.47636887143221446
ace	80	0.5659333764976999
ace	81	0.5742299322728004
ace	82	0.5689414889462738
ace	83	0.56651745366277
ace	84	0.562095472722361
ace	85	0.4992866692514159
ace	86	0.6021292491120518
ace	87	0.5568036513432262
ace	88	0.5752175508850571
ace	89	0.4590429028964568
ace	90	0.40540869899128373
ace	91	0.4279826242591331
ace	92	0.43813347978910633
ace	93	0.44628381648857424
ace	94	0.4432479043375171
ace	95	0.3958874607473994
ace	96	0.4548245114472925
ace	97	0.4405366440961727
ace	98	0.44878528431903847
ace	99	0.38823013958496105
afr	1	1.4220290528160056
afr	2	2.0669014227685247
afr	3	1.7004012683757637
afr	4	1.9293629064685607
afr	5	1.9325927919590224
afr	6	1.9643996160184247
afr	7	1.65778096067315
afr	8	1.9770939131015122
afr	9	1.6376723982249857
afr	10	2.692019227705373
afr	11	2.6136211216114824
afr	12	2.343445212058436
afr	13	1.4574537806614942
afr	14	1.4892460714915083
afr	15	1.2115797825080232
afr	16	1.2274831945377243
afr	17	1.1641847793134232
afr	18	1.3927949732972726
afr	19	1.1541304980893412
afr	20	0.5091541211149166
afr	21	0.9005971507383391
afr	22	0.7774366503242287
afr	23	0.6560698187544161
afr	24	0.7194206481419456
afr	25	0.6273419776523479
afr	26	0.7686296879652569
afr	27	0.5823679597218293
afr	28	0.6410346303115755
afr	29	0.6336666508434241
afr	30	0.7615401377224481
afr	31	0.8886762878977262
afr	32	0.7646914822519446
afr	33	0.6262561505950869
afr	34	0.6895008461659597
afr	35	0.5926498503879022
afr	36	0.7457115365602204
afr	37	0.5468849177907626
afr	38	0.6074835574353988
afr	39	0.602129662075557
afr	40	0.8842956702735947
afr	41	0.9508134599355924
afr	42	0.8288417777257918
afr	43	0.7026992487232941
afr	44	0.7637722846408658
afr	45	0.6800845530361131
afr	46	0.8213722633490221
afr	47	0.6289973896907074
afr	48	0.6937772056953407
afr	49	0.6802960808123021
afr	50	0.48054128268990987
afr	51	0.9083387750225712
afr	52	0.7828414703671864
afr	53	0.6444061387103286
afr	54	0.7126301088199758
afr	55	0.6045211253825855
afr	56	0.7653740236850655
afr	57	0.5650349059060045
afr	58	0.6271460445602443
afr	59	0.6202796501907989
afr	60	0.498716610723854
afr	61	0.9180679842760875
afr	62	0.7918222789088938
afr	63	0.6533869472520359
afr	64	0.721610917361683
afr	65	0.6220415467662638
afr	66	0.7686185021528996
afr	67	0.5708037782905495
afr	68	0.6368752538137604
afr	69	0.6292604587325061
afr	70	0.5923369887999768
afr	71	0.915751250730738
afr	72	0.8030973869528737
afr	73	0.6877341700739269
afr	74	0.7468616108356212
afr	75	0.6633200570019716
afr	76	0.7884553670476715
afr	77	0.6191868142544046
afr	78	0.6760346630426829
afr	79	0.6668245466903344
afr	80	1.1476606132453018
afr	81	0.9244262723601516
afr	82	0.7976914679095682
afr	83	0.6592561362527104
afr	84	0.7274801063623576
afr	85	0.6283998348503279
afr	86	0.7814615210226458
afr	87	0.5798849034483863
afr	88	0.6354423297676625
afr	89	0.6351296477331807
afr	90	0.5811655652176634
afr	91	0.9052173309254022
afr	92	0.8026592832613083
afr	93	0.682681995825365
afr	94	0.7418094365870591
afr	95	0.6579070131642266
afr	96	0.7891027441690704
afr	97	0.6138935940616173
afr	98	0.6706216192049379
afr	99	0.6579301047386653
aka_akuapem	1	1.9298907871395998
aka_akuapem	2	0.9638287110960572
aka_akuapem	3	0.9272659612676417
aka_akuapem	4	1.457058132593305
aka_akuapem	5	1.4820839732264177
aka_akuapem	6	1.3017742831990273
aka_akuapem	7	1.3708704556505527
aka_akuapem	8	1.1402697663610253
aka_akuapem	9	1.4876137174456516
aka_akuapem	10	3.114306339327447
aka_akuapem	11	1.5165564193286205
aka_akuapem	12	0.9336111850325852
aka_akuapem	13	0.9085309936175369
aka_akuapem	14	1.0757139654192653
aka_akuapem	15	1.0935895658714887
aka_akuapem	16	0.9647969301376386
aka_akuapem	17	1.0141513390315853
aka_akuapem	18	0.9228891374555465
aka_akuapem	19	1.1562245221558314
aka_akuapem	20	1.2450393585809911
aka_akuapem	21	0.9587339872261306
aka_akuapem	22	0.6817237430153053
aka_akuapem	23	0.6837364906523701
aka_akuapem	24	0.7492539267143491
aka_akuapem	25	0.7545681414989289
aka_akuapem	26	0.6786703588078592
aka_akuapem	27	0.7070473367430595
aka_akuapem	28	0.6936767440786847
aka_akuapem	29	0.8273547923499341
aka_akuapem	30	0.6301132332552216
aka_akuapem	31	1.167722505300888
aka_akuapem	32	0.6809295856790222
aka_akuapem	33	0.6753095114843148
aka_akuapem	34	0.8794066749580408
aka_akuapem	35	0.8907820570640009
aka_akuapem	36	0.8027619397301706
aka_akuapem	37	0.8341692908445002
aka_akuapem	38	0.6929436757682697
aka_akuapem	39	0.6367022330516895
aka_akuapem	40	0.6572435538562147
aka_akuapem	41	0.9501881812333662
aka_akuapem	42	0.5945475565594452
aka_akuapem	43	0.6026434069692811
aka_akuapem	44	0.6486870964590552
aka_akuapem	45	0.6469186048419202
aka_akuapem	46	0.7045847820576318
aka_akuapem	47	0.733374853912434
aka_akuapem	48	0.6012458753875823
aka_akuapem	49	0.720095091967145
aka_akuapem	50	0.5213614430396821
aka_akuapem	51	1.035585695910594
aka_akuapem	52	0.6023282539900031
aka_akuapem	53	0.6098683402976565
aka_akuapem	54	0.7777154748550186
aka_akuapem	55	0.7832145011085742
aka_akuapem	56	0.7130138709407362
aka_akuapem	57	0.7390261007146698
aka_akuapem	58	0.7163702428443484
aka_akuapem	59	0.8415110180767064
aka_akuapem	60	0.429098148685725
aka_akuapem	61	1.002666355408454
aka_akuapem	62	0.5533190449882703
aka_akuapem	63	0.5643597890817617
aka_akuapem	64	0.7246221651031414
aka_akuapem	65	0.7350495987002716
aka_akuapem	66	0.6522131537941058
aka_akuapem	67	0.6887106330436611
aka_akuapem	68	0.5735900244061967
